record_id,source_file,source_sha256,source_model_family,ifc_schema,ifc_global_id,name,long_name,normalized_text,silver_label,label_rule,label_provenance,independent_ground_truth,review_status
19185d4b287d0f6b,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcak,1DC4,CORRIDOR,1dc4 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
270e1e923d94b5a5,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHdj,2CC1,CORRIDOR,2cc1 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
c35611356f6e7b70,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHdZ,2CC4,CORRIDOR,2cc4 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
bfcf69d69c2cd36f,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHsZ,2C08,W. STAFF TOILET,2c08 w staff toilet,sanitary,toilet,codex_assisted_rule_seeded_silver,false,requires_project_author_review
5de6e3dac44630e1,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcB0,1C07,OPT. EXAM / OFF.,1c07 opt exam / off,clinical,exam,codex_assisted_rule_seeded_silver,false,requires_project_author_review
23a9a735e89a7eb7,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcVI,1B01,RECEPTION,1b01 reception,workplace,reception,codex_assisted_rule_seeded_silver,false,requires_project_author_review
b98b646a1d885d85,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcVw,1B13,RECEPTION,1b13 reception,workplace,reception,codex_assisted_rule_seeded_silver,false,requires_project_author_review
6710816214a00f57,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupMRo,2BC4,CORRIDOR,2bc4 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
38bc9d4b604309e2,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcha,1AC2,CORRIDOR,1ac2 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
03210a459cd16a4d,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc0q,1CS3,STAIR,1cs3 stair,circulation,stair,codex_assisted_rule_seeded_silver,false,requires_project_author_review
e8e4f498b90d12fe,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0uLn6BSvvEB8kgChiujNr3,2AC2,CORRIDOR,2ac2 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
a011c2a842534c31,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0uLn6BSvvEB8kgChiujNGA,2A01,LIBRARY / CONF. ROOM,2a01 library / conf room,assembly,library,codex_assisted_rule_seeded_silver,false,requires_project_author_review
a30c4205b7e0a65a,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,1gvYwVnFXA491$ELl$CPOU,2CC5,CORRIDOR,2cc5 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
71476721af054fd0,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupMOD,2DC1,CORRIDOR,2dc1 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
3d9e74e84ea080e7,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0uLn6BSvvEB8kgChiujNI6,2A14,ADMIN,2a14 admin,workplace,admin,codex_assisted_rule_seeded_silver,false,requires_project_author_review
f74ff54855f4bd4f,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc8k,1D40,IMMUNIZ'N ROOM,1d40 immuniz n room,clinical,immun,codex_assisted_rule_seeded_silver,false,requires_project_author_review
1d365c8373087c73,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcYS,1A10,LOUNGE,1a10 lounge,assembly,lounge,codex_assisted_rule_seeded_silver,false,requires_project_author_review
4abfc4fd890686a9,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc7d,1E23,BEE EQUIP. STORAGE,1e23 bee equip storage,service_storage,storage,codex_assisted_rule_seeded_silver,false,requires_project_author_review
ce6d953f89aa0582,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcPS,1EC4,CORRIDOR,1ec4 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
7e7e996096d5cf3f,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHXa,2D11,CMDR OFFICE,2d11 cmdr office,workplace,office,codex_assisted_rule_seeded_silver,false,requires_project_author_review
efdf615ac5fb7a81,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupMQQ,2B25,SOIL. UTL. / TRASH,2b25 soil utl / trash,service_storage,trash,codex_assisted_rule_seeded_silver,false,requires_project_author_review
05d35b9d5d404849,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcVr,1B10,STAFF LOUNGE,1b10 staff lounge,assembly,lounge,codex_assisted_rule_seeded_silver,false,requires_project_author_review
e5cd262218a71272,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0uLn6BSvvEB8kgChiujNHL,2A12,X-RAY,2a12 x-ray,clinical,x-ray,codex_assisted_rule_seeded_silver,false,requires_project_author_review
465f9bc47fb04794,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqchk,1AC4,CORRIDOR,1ac4 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
bc353eb078f830f2,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHs7,2C22,LOUNGE,2c22 lounge,assembly,lounge,codex_assisted_rule_seeded_silver,false,requires_project_author_review
1d0c090eb70b1474,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcYN,1A07,TRICARE OFFICE,1a07 tricare office,workplace,office,codex_assisted_rule_seeded_silver,false,requires_project_author_review
1fd8a28bbbe939ba,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcaa,1DC2,CORRIDOR,1dc2 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
715c67d42711bf62,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc1W,1DC8,CORRIDOR,1dc8 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
88c59f91a67548d2,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcOd,1BC1,CORRIDOR,1bc1 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
ecc36353530d15fb,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcTs,1B19,RADIOGRAPHIC ROOM,1b19 radiographic room,clinical,radiograph,codex_assisted_rule_seeded_silver,false,requires_project_author_review
d01ae7eb99d7fc32,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupMRk,2B01,OFFICE,2b01 office,workplace,office,codex_assisted_rule_seeded_silver,false,requires_project_author_review
1d83ab1fc1225b76,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupMR0,2B11,WAITING,2b11 waiting,assembly,waiting,codex_assisted_rule_seeded_silver,false,requires_project_author_review
c17fd9fa87cd88f5,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0_IXpwL5b29BZ7C0XgKBsG,2R01,ROOF,2r01 roof,service_storage,roof,codex_assisted_rule_seeded_silver,false,requires_project_author_review
418cc061a6a3f76b,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc7Q,1E11,STAFF LOUNGE,1e11 staff lounge,assembly,lounge,codex_assisted_rule_seeded_silver,false,requires_project_author_review
1f71d60ca15525b4,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcAY,1D18,TOILET,1d18 toilet,sanitary,toilet,codex_assisted_rule_seeded_silver,false,requires_project_author_review
be7f2f3223fad31f,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcVT,1B02,SPECIMEN TOILET,1b02 specimen toilet,sanitary,toilet,codex_assisted_rule_seeded_silver,false,requires_project_author_review
9f93a82dc7e607c6,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcqZ,1CC2,CORRIDOR,1cc2 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
541481c4aa680b54,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcBK,1C02,RECEPTION,1c02 reception,workplace,reception,codex_assisted_rule_seeded_silver,false,requires_project_author_review
8959ce0d431bb2f4,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcB9,1C10,OPT. EXAM / OFF.,1c10 opt exam / off,clinical,exam,codex_assisted_rule_seeded_silver,false,requires_project_author_review
69b86f4b10bc6337,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc7q,1E18,BIOMED MAINT. ADMIN.,1e18 biomed maint admin,workplace,admin,codex_assisted_rule_seeded_silver,false,requires_project_author_review
d6d5926eedaeee27,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcOj,1BC3,CORRIDOR,1bc3 corridor,circulation,corridor,codex_assisted_rule_seeded_silver,false,requires_project_author_review
af732b6842891d29,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcVO,1B03,BLOOD DRAW,1b03 blood draw,clinical,blood draw,codex_assisted_rule_seeded_silver,false,requires_project_author_review
6866bd8d572639f5,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,1gvYwVnFXA491$ELl$CPR0,2D21,LIBRARY / CLASSROOM,2d21 library / classroom,assembly,classroom,codex_assisted_rule_seeded_silver,false,requires_project_author_review
cea1e0456c818f70,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcBg,1D05,TRMT RM. DIRTY PROC.,1d05 trmt rm dirty proc,clinical,trmt,codex_assisted_rule_seeded_silver,false,requires_project_author_review
8924b5a92ece9970,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqc8a,1D38,TRMT ROOM,1d38 trmt room,clinical,trmt,codex_assisted_rule_seeded_silver,false,requires_project_author_review
f7ccb3bf86d47918,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHsB,2C16,CERAMIC LAB,2c16 ceramic lab,clinical,lab,codex_assisted_rule_seeded_silver,false,requires_project_author_review
361f40f0db8b14cc,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcY6,1A12,M. TOILET,1a12 m toilet,sanitary,toilet,codex_assisted_rule_seeded_silver,false,requires_project_author_review
cd5f7d6c8c9762ac,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcYH,1A09,W. TOILET,1a09 w toilet,sanitary,toilet,codex_assisted_rule_seeded_silver,false,requires_project_author_review
adf47a9561aed825,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ClPCUC7jCQRnj1dhupHXT,2D13,TOILET,2d13 toilet,sanitary,toilet,codex_assisted_rule_seeded_silver,false,requires_project_author_review
77f6dff2ce7c2f89,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcBw,1D01,SL. LIN. / TRASH,1d01 sl lin / trash,service_storage,trash,codex_assisted_rule_seeded_silver,false,requires_project_author_review
714a6ec4c226ae71,official_Clinic_Architectural.ifc,2ac970ce065ecac4e0c9e5f453a257169e90d0067f419b7e33533a64ef837880,clinic,IFC2X3,0ztdC3L1HAzhbhMHypqcA7,1D12,SPECIMEN COLL. LAB,1d12 specimen coll lab,clinical,lab,codex_assisted_rule_seeded_silver,false,requires_project_author_review
